	name	collaborative	pid	modified_at	num_tracks	num_albums	num_followers	tracks
487	Feel Good Music	false	308960	1506211200	53	49	1	['spotify:track:59Qbrc7C5qIPpWnZxBTkxR', 'spotify:track:5n1A3VxqT4VcNez4Ah6dSu', 'spotify:track:4j0M3v7GPijfIrzjN8QcuK', 'spotify:track:0bRXwKfigvpKZUurwqAlEh', 'spotify:track:2RE8yP5D4CdPhWvvl1krQK', 'spotify:track:3SJkwOKNpMz1z9nEICH6xa', 'spotify:track:7KIQKq8H0yENFv6nEa41b5', 'spotify:track:3Ik70XpNvyJ3wV3dxPw90w', 'spotify:track:2RCOWNCxDIphjhqTtkwtwR', 'spotify:track:1MOl6vGP299N8vd4zaHMTE', 'spotify:track:3kpM8OxeMaaAWI9pErdj1S', 'spotify:track:57b0v2TB75b3ON5g5e8Q6N', 'spotify:track:2BkqVLVtEokchvatg3XULo', 'spotify:track:0Gs5zsjp7Rp2i41yMgNxCf', 'spotify:track:7kr2hoagRt2u3RvzsrmeSC', 'spotify:track:5QY9dpLkcXsMGjvEBPbOnM', 'spotify:track:5IgpRus7sR1JGkS8XoH5vo', 'spotify:track:0GxEziaILXCAwBa23IDlFS', 'spotify:track:7nsePBobvHbTRDJPtUOcsG', 'spotify:track:4LIiMBSizxrlYxOHpcuRQk', 'spotify:track:3kim6v8wY7HLPaNmw99SxD', 'spotify:track:6JLLTgt24Q37t2bwhOEwqh', 'spotify:track:0nTwHVx5Hs7gnZeZcZQTrb', 'spotify:track:0evYTXLwRZwhcIRPurIsNi', 'spotify:track:00jusKdEnHrRUmXIddEsd0', 'spotify:track:7l0nTXAz0gzUkKBU2EXP4G', 'spotify:track:4HCz3LuQ7TJn7ekVk4E77r', 'spotify:track:5hWLHFSmomXmeTXEE478My', 'spotify:track:01teVPgKyIFdbqo65UahOX', 'spotify:track:5TywrBF82AUQ83pXuMXjXg', 'spotify:track:68WCHvnx4IPkzvgEyHXkGD', 'spotify:track:2uMqG8w8oi09fB2YA2QLOm', 'spotify:track:0JoHL2IqhZJiJwWDOZODFf', 'spotify:track:2J6zz86oGWSBiRwn5T26Kw', 'spotify:track:2du5UEJ0j38dZsbh9uSz7S', 'spotify:track:0JoU0lwoMyWxGkljNJpJoM', 'spotify:track:7oQ1wkBmYSBEC2x7U08dvn', 'spotify:track:6Ie9yuocD61v7hrh02moc6', 'spotify:track:2Ls0hHbYE4NGzgzfTX4kGu', 'spotify:track:3ApIYu95WxjzpQCnsLBbrv', 'spotify:track:14Tj6yYXItEhy466a0yeR0', 'spotify:track:65x1aCYMTLRNitjuWzWjL8', 'spotify:track:7KgneETGBycWbmIfK2fagH', 'spotify:track:5nNGWT6o8meSgBjLGMMOgL', 'spotify:track:29NVSIdQtqIRzZAgBG1v31', 'spotify:track:0Aj8EagrPfDoOe5OlUdrLC', 'spotify:track:5njsPXlKqkefW6R1W7MAqr', 'spotify:track:3kpM8OxeMaaAWI9pErdj1S', 'spotify:track:6ODAghAlMTyu9fWa2CNKmf', 'spotify:track:0JKaS08AK6NE6HRgNO80j9', 'spotify:track:00jusKdEnHrRUmXIddEsd0', 'spotify:track:79Qlk33OpmjfF9rKmmUsVk', 'spotify:track:2gSBJPEjYoj6UhsI25TC8r']
488	throwback rap	false	308963	1504828800	50	37	1	['spotify:track:1ID1QFSNNxi0hiZCNcwjUC', 'spotify:track:79XrkTOfV1AqySNjVlygpW', 'spotify:track:4Kz4RdRCceaA9VgTqBhBfa', 'spotify:track:439TlnnznSiBbQbgXiBqAd', 'spotify:track:3iVcZ5G6tvkXZkZKlMpIUs', 'spotify:track:0N3W5peJUQtI4eyR6GJT5O', 'spotify:track:40IQooNkPRVtn4zlE3ZFpA', 'spotify:track:6fAyRZ0GHuuvSOEIOwi58N', 'spotify:track:1zCi4cVFqe6ja16MeGZKRN', 'spotify:track:6J5sxraPPZ4b0CVOGAgpXj', 'spotify:track:31VM9uxtem39xmT0dfDiSU', 'spotify:track:2NRUU0gP1d8Yif8CpsCW8l', 'spotify:track:31G9RaSaDOI2NWcpnIp734', 'spotify:track:2rzBvHM9h36Tpdj7Jdajka', 'spotify:track:4S7YHmlWwfwArgd8LfSPud', 'spotify:track:2N3U8uTYhjX2KwGT0pf5x0', 'spotify:track:7eaKWfov7b2Qa2n6HTesL3', 'spotify:track:7xVLFuuYdAvcTfcP3IG3dS', 'spotify:track:5KY7zgFeH2GWoL1zP9mME6', 'spotify:track:03tqyYWC9Um2ZqU0ZN849H', 'spotify:track:6RUpJeXT6U4SPEafnr9Wr7', 'spotify:track:6v2eEC9Nr9POe5xPUm8361', 'spotify:track:0z5ZPs57J2KERwM1tBM2GF', 'spotify:track:3FFcZZq3Z3EJrhUecwcMdG', 'spotify:track:4qikXelSRKvoCqFcHLB2H2', 'spotify:track:2KpCpk6HjXXLb7nnXoXA5O', 'spotify:track:6C7RJEIUDqKkJRZVWdkfkH', 'spotify:track:53gcDgFyqqpvCzXWrnFZpH', 'spotify:track:22L7bfCiAkJo5xGSQgmiIO', 'spotify:track:722tgOgdIbNe3BEyLnejw4', 'spotify:track:0LWQWOFoz5GJLqcHk1fRO2', 'spotify:track:0srwKuJPH8yBzzFUJMBQM2', 'spotify:track:3rbNV2GI8Vtd8byhUtXZID', 'spotify:track:0pgeVJrdNok4KhbiM58ayZ', 'spotify:track:646iHsrMsAeI48Z2qU8WKf', 'spotify:track:2n5gVJ9fzeX2SSWlLQuyS9', 'spotify:track:76OSY26fhv9aJ0WZTezF34', 'spotify:track:2fpzSINgTCbf4sS7LH39G5', 'spotify:track:7dDLHlyZJBqEWSndlPWyCT', 'spotify:track:6VBCf7JuOpJFnxC8yHfZ5g', 'spotify:track:3iL2l5gUqyPS6vDwJFgJTR', 'spotify:track:1hGy2eLcmC8eKx7qr1tOqx', 'spotify:track:4E5P1XyAFtrjpiIxkydly4', 'spotify:track:6cmm1LMvZdB5zsCwX5BjqE', 'spotify:track:0rBMP6VVGRgwnzZCLpijyl', 'spotify:track:2q4rjDy9WhaN3o9MvDbO21', 'spotify:track:1lzr43nnXAijIGYnCT8M8H', 'spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ', 'spotify:track:6dViIgkYIRccNImPln58rS', 'spotify:track:1zZXXOfcYKJbUh494VmGVB']
489	Chill Songs	false	308964	1423612800	43	37	1	['spotify:track:6FedhFiHb0KxTvOD1qEX8L', 'spotify:track:23Sf3sg4zl4op3rAedJflk', 'spotify:track:7aFQa52bLiHwb3BXPbmKdZ', 'spotify:track:4bZVdWqw05jmiCQqeIzD81', 'spotify:track:7jqzZyJJLrpkRFYGpkqSK6', 'spotify:track:1vyrrrnb7182SL6iOMor3O', 'spotify:track:00LfFm08VWeZwB0Zlm24AT', 'spotify:track:6n7wUelYPaKsuL2HmrmlBY', 'spotify:track:5WDlNHQW1LmcQIA15oGjiW', 'spotify:track:39F6h5NrtBVyJ5U3rD6DoL', 'spotify:track:5lfiPuwAn4XsGCDH1UcKyK', 'spotify:track:1VdZ0vKfR5jneCmWIUAMxK', 'spotify:track:7FwTn0LZZunjRl9Edp57sl', 'spotify:track:4V2F0DZrAXOWq9hkwMMG3x', 'spotify:track:58CrldAc1Z5WIBozT1NMJH', 'spotify:track:3Xn6BioBEOrQnBN0yRrr4p', 'spotify:track:6MmxDAqXSxFS9dLQs1l7DT', 'spotify:track:0f62w1teOSaYgKObtzygaR', 'spotify:track:6Ms01Gqi8gVBs14YrNUlVZ', 'spotify:track:1ZLa9gHN1bnjRtXI3NapTW', 'spotify:track:6QV8XFu2lvf8dPMukYXIBJ', 'spotify:track:5Ia87DeORNfrZDEppvp9rP', 'spotify:track:4dL6PO16Ns1kmvzpj9lTFq', 'spotify:track:0bHs3ly4Bv5BlzE3KrePfX', 'spotify:track:7fWXTD51PQ2W9B2lyYlZCN', 'spotify:track:0z9UVN8VBHJ9HdfYsOuuNf', 'spotify:track:3mFIkWmnIXyrJlrmoTJayr', 'spotify:track:5bpdqm75L1udf8tHR5LCfq', 'spotify:track:4dvNIeJawEWqMe1ZfYKcXt', 'spotify:track:2P1e3xpjDhYFqOFeu8IWzS', 'spotify:track:2uA9UIwIh80JVNblihS6gt', 'spotify:track:2fE4MbwX3QGMzNaMjGVhtw', 'spotify:track:5mVSoHa5zAO4YX2jBlzaAV', 'spotify:track:7FE5kIgUX01HdQQyg1M26n', 'spotify:track:3KieL5uglGWT9FxC9L6hNc', 'spotify:track:7ktfd78UGbiVqqiWMz9gPE', 'spotify:track:3N1p1YDidgHABxyKfG5P6z', 'spotify:track:3xse9bBOH5VJHjgljFn7xx', 'spotify:track:2ekdnv2xVIyAdG3ySoDDeY', 'spotify:track:7IpDQcksaT8SxS7vOX4SRm', 'spotify:track:20wR5XQpaL1uvVY8gmc4uY', 'spotify:track:1Yr7mpJmBeELPYU4hxtIUP', 'spotify:track:17YuXw2ScwLLL1sUrRKhoW']
490	Q2	false	308965	1466294400	40	36	1	['spotify:track:44JxMQmD0rM2qFfAEbqwkQ', 'spotify:track:26pbMj52I1snnEnn41oWEM', 'spotify:track:1L8H6AuK4TaMmolSL0N0mR', 'spotify:track:4fiq0jNu0qHPZX4rV6RTgt', 'spotify:track:6MzuROznsagl5Szc8w3Smj', 'spotify:track:4eFRu5DAcatoDSPFAD1p8f', 'spotify:track:53Y0kdCa1CZ9gRqEuknfwy', 'spotify:track:44dmlOr5D3VywA4ba1r2yr', 'spotify:track:6BJ3uwKFgFk5YMybHrvgv8', 'spotify:track:7CwhasMMZ3J73w1GODTjNV', 'spotify:track:2AhV6GW8sUFpcEuDy5EOln', 'spotify:track:0LEJw1t60xUxevqvqySYFC', 'spotify:track:42zsHyms1tjG2sty7CjGus', 'spotify:track:2uaJdjg3v1pF3yBm0Fwd67', 'spotify:track:3X28nsjSigzJzA4VPdTrlQ', 'spotify:track:5TrkFfJgrGa1PdAkJO5QAs', 'spotify:track:3A0R8TdXvxkAo7rPvaUage', 'spotify:track:22mek4IiqubGD9ctzxc69s', 'spotify:track:3IzHx9JOQ9y7znZF4f4blI', 'spotify:track:2LZwKxTPZLBCYjUhlogMZl', 'spotify:track:0qiIZmM0P2kqWIPAq0DZ5W', 'spotify:track:06P1nOOKitFbJRBTm9Keec', 'spotify:track:6JKSgnPypPIs08k1SGOhXD', 'spotify:track:0zf4oWeoWHvXfLpA4CPO73', 'spotify:track:1zVXhBv0B436GAN26u0bes', 'spotify:track:38LB25wxneI2k0UhUvt1gH', 'spotify:track:0CVHmpqX64IEqEfswSsnO7', 'spotify:track:7CnOwvnIxeQsxuEZeHjxrX', 'spotify:track:6xaRomXfeE9XmPx2p3wo7d', 'spotify:track:7HlvFIJDmcQRRn45aRd46t', 'spotify:track:4o44OVFWQsbyWX2kgm6nqJ', 'spotify:track:69uxyAqqPIsUyTO8txoP2M', 'spotify:track:3t0h32ZYlUCXAn37IIIOaS', 'spotify:track:5TBsLU9TSxjDLzMpsEgJsv', 'spotify:track:3DsyS9B5zZ0JsWi1VtHYb2', 'spotify:track:20yz63A8frTySsQtRAV4FP', 'spotify:track:0SXA096b5EOgHUn4xpUaag', 'spotify:track:7iSYhj4PLYlVB300eVtkWN', 'spotify:track:75EaT3OH1MdJxKT1ZUsNK0', 'spotify:track:61DZiQc2sRohLFApD8lTSk']
491	Hop	false	308966	1388966400	31	20	1	['spotify:track:3Ti0GdlrotgwsAVBBugv0I', 'spotify:track:0eEXcw3JLVXcRxYrVYMy68', 'spotify:track:5YTM7OgQDt9EJAYcfHLniJ', 'spotify:track:6GAemDMWAXa8wZOBkO1gar', 'spotify:track:7t83uuT0cZpQ7M6q9ymtv8', 'spotify:track:4tEaytMs86hIaOSsiGoLcP', 'spotify:track:7AgMX97ljLm9BzszyyXEYZ', 'spotify:track:6FI3RJ58Ztl0X1VtA6pVs9', 'spotify:track:2MAaiV0bbeq4FpSwPe2rR8', 'spotify:track:4MdEYuoGhG2RTG3erOiu2H', 'spotify:track:5ByAIlEEnxYdvpnezg7HTX', 'spotify:track:2g8HN35AnVGIk7B8yMucww', 'spotify:track:7KwZNVEaqikRSBSpyhXK2j', 'spotify:track:1YQ7BbJR8HqAolfprvxGKu', 'spotify:track:4INDiWSKvqSKDEu7mh8HFz', 'spotify:track:1xIxMz1sNQ4b6svH1GuTtF', 'spotify:track:19FsxX4RthRMZGfXkImdCb', 'spotify:track:40npVxnvVGND2OiaKOevw1', 'spotify:track:0xg1vQuAxTaHilbfM58qFn', 'spotify:track:6IPvCqGGy8e7Nrz1QnQaqn', 'spotify:track:0YpBHgZ9Pfr4fbiKkP9nj9', 'spotify:track:4Lxt4Vo6ygFTYgs1w56H9G', 'spotify:track:3Osd3Yf8K73aj4ySn6LrvK', 'spotify:track:7ALEBJ8LOQqXVJ2tqnXtoH', 'spotify:track:1hV0khOyAcum7VmmZ6ypQP', 'spotify:track:3U9yv46nVSn3PkLsVcNIcA', 'spotify:track:4zTAk4UmucLEITBWV2VEXb', 'spotify:track:4kNvYhyl8R6m1vykVkcuBu', 'spotify:track:7yPGXCaeIr1ofJoqp3LeKF', 'spotify:track:5PN0z8n30Cunx3hgXmC89s', 'spotify:track:7AzunAhx3JfoHxYS5N6KVx']
492	DRIVE	false	308967	1435363200	48	46	1	['spotify:track:3bnVBN67NBEzedqQuWrpP4', 'spotify:track:7oGZAicScQt96OAW4AruYy', 'spotify:track:0LOcXq48Q660WIRrMlhEDP', 'spotify:track:0pn6qyOJYNwP9nhGg3L7dV', 'spotify:track:1a5NeiEuFdPMxQEwX2yMeY', 'spotify:track:19RevBdb9MKUaBIvxSbGd4', 'spotify:track:2JTBNz8VZx7i38pcPROWuz', 'spotify:track:37f4ITSlgPX81ad2EvmVQr', 'spotify:track:0RnWcmby0uEKmTsfw4R0ZZ', 'spotify:track:0c07qeRvyLzNhIQLjEY761', 'spotify:track:1uNH7kknB8MVkmh6FfDb6W', 'spotify:track:1AhDOtG9vPSOmsWgNW0BEY', 'spotify:track:7rqyZM53JpYj86avtfmyeg', 'spotify:track:2dOTkLZFbpNXrhc24CnTFd', 'spotify:track:4Sdmlm62m1Rj0BqH1Sc9ox', 'spotify:track:3Pu3IChaAoa5EjgUBv5F6x', 'spotify:track:3BVfLmBuTVRSHQSNFLk827', 'spotify:track:4Gnl12vioGd6lgIjeYcMCl', 'spotify:track:5YHTdlFJZH0QgetIImWGgc', 'spotify:track:5vIu19A3EEdHgFM4Cba6F4', 'spotify:track:6szw2Y2ywtth0oc7ODN3Tz', 'spotify:track:6IcrwGdIvRsrImOnoYfG9Z', 'spotify:track:6BoSsFQKKe3b0tdPWWHAop', 'spotify:track:3cU2wBxuV6nFiuf6PJZNlC', 'spotify:track:2IU8Zw3Isf1K3TFORGO4PS', 'spotify:track:2ipJSuGf1GtxSIt2KvOGxl', 'spotify:track:3omXshBamrREltcf24gYDC', 'spotify:track:27AHAtAirQapVldIm4c9ZX', 'spotify:track:5qR34ONTZ9glL63I6er16x', 'spotify:track:4I6fF7OnwgHUO0iVwyWU2K', 'spotify:track:14zhqtMI5xHrfCFCLhFcsn', 'spotify:track:4y1LsJpmMti1PfRQV9AWWe', 'spotify:track:32FX4D4eT8LFP07QvlhSn8', 'spotify:track:2d8JP84HNLKhmd6IYOoupQ', 'spotify:track:590vT6wZ6m4h22OF9AvfBI', 'spotify:track:7vFoFDWqTX0mHzLfrF1Cfy', 'spotify:track:6mVD1SfTvlFAPVi7txFL5H', 'spotify:track:1CvhKmrutTAta5awpJcFDn', 'spotify:track:1OCSXzTwudWcGZTID3w8kj', 'spotify:track:6kwAbEjseqBob48jCus7Sz', 'spotify:track:0VvkFg7u6qUofCtrF7IO8s', 'spotify:track:2BaXRCVgn621xHOGoFSuW5', 'spotify:track:3e0yTP5trHBBVvV32jwXqF', 'spotify:track:7d1CFwrBmH34gmS0Hkbfbt', 'spotify:track:0lYRAsWNDdUhGMftqH0RVG', 'spotify:track:2esHSmN6I66tBBFgKUBJgY', 'spotify:track:05A8DzxwgUGyVWQ1Zc5YoV', 'spotify:track:7pqG5ZoeCpOkqPLB4yNLG6']
493	The Jams	false	308968	1485820800	30	20	1	['spotify:track:7Mb7jOst43wPQELas93ARE', 'spotify:track:4nTYxxF8iWBq54LO3dBUie', 'spotify:track:1WtkrKWpfFx75erK1VqtQh', 'spotify:track:5HAv1Ckfe50DUjv8ghwTrz', 'spotify:track:2SFq0UIiBWkBgky0fkrHP0', 'spotify:track:6XBvZEehQy3clOpFbT2FoY', 'spotify:track:537yo062QIz16oQOgxmul3', 'spotify:track:7JmPqImeW3kLoYVNBA9v11', 'spotify:track:07OzC5JlcaDwEkzWmvqp6y', 'spotify:track:1vbe9sh7U9vdMceAhitWr2', 'spotify:track:0S7R7YgB2VeT99zJfRlmWX', 'spotify:track:7MYmo0JJJDmu4MZTSAF9y3', 'spotify:track:2hM2P1uAAluJ8mFuz79noG', 'spotify:track:3333YXdcyths5CB8v28dZj', 'spotify:track:18sytW2s53Of6NVudQyUlH', 'spotify:track:0sGDBdPlGk5Kk05K9aKNJD', 'spotify:track:4oh5A2wuS4HUChnBxEeRzS', 'spotify:track:0evYTXLwRZwhcIRPurIsNi', 'spotify:track:1zl5xOvzInBy7esv1UAnrc', 'spotify:track:0JoHL2IqhZJiJwWDOZODFf', 'spotify:track:202QpSJo7inyEKWeARd5Ax', 'spotify:track:4r5VaK6H1bq0cTGPMTN97Z', 'spotify:track:52Wb25UlAjAOnGzEvWKxla', 'spotify:track:1mC7u32zemMLC1mVOU02Pm', 'spotify:track:1eDCizNe4EQMj7okkjIeXo', 'spotify:track:6NbCwqi9V4062135yLZPw3', 'spotify:track:63DTXKZi7YdJ4tzGti1Dtr', 'spotify:track:56Nl0MD5g8lQAtL1FmQQm9', 'spotify:track:3jA9wIZHmiXWYAG06Dc8rp', 'spotify:track:5pDuoknrQ3ChYhxb5bIMA3']
494	FIFA	false	308969	1494374400	25	22	2	['spotify:track:7od62dzHuhGKWYB73z2pe2', 'spotify:track:0vWNAzwJ675HPvBjU8mCkD', 'spotify:track:5JnK4kM4w9NVXd9XW8JH8X', 'spotify:track:35rdv7N27twjo4gnUzmnRZ', 'spotify:track:1uxdxSC2bfUFYVqxvejVC3', 'spotify:track:0lnBU6WuTCkQGiQLOa6rZ4', 'spotify:track:4oktLWeqqJhiMTFfA7X2et', 'spotify:track:33CehYfkie4ugV2gWaTKlM', 'spotify:track:5wb8v7okmh3i3CnFnaLWj4', 'spotify:track:4ATmY1hv93ehw77LrIdbEh', 'spotify:track:0jDkHiybpBtIOXZClSsOEy', 'spotify:track:2oq2dbjW3sxOY0BscMWd7Q', 'spotify:track:1FXBQXte4j19AooTrj4E1W', 'spotify:track:2fOJC1PaU4BtOtfrKvvmHv', 'spotify:track:3iVAyrTlbWGBq0laeQ18z2', 'spotify:track:0UpQ4fWxoCFoVUGYvjUH7F', 'spotify:track:46Xnj8vZFwOZCE4aZNXlTf', 'spotify:track:6Rt5HuBClB7sHKirZMZ099', 'spotify:track:0q6LuUqGLUiCPP1cbdwFs3', 'spotify:track:5WBnKCEsPwsvWHUZmLjS3s', 'spotify:track:5hNqD8yyT3TTqp7mhh3pp3', 'spotify:track:4Ghf5sueKndb9BuEOYuSEb', 'spotify:track:7B5PkFq9DPKCJL94cCgmqT', 'spotify:track:48Ok2vJ3T1IhAEXbvEH5Vw', 'spotify:track:0pYIbG6swaHaf4oTvZnRfQ']
495	Graduation Party	false	308970	1399420800	56	40	1	['spotify:track:1A2UmLDZzDmpdzUjEkCc3z', 'spotify:track:6Rxnq6T6b89rgQaDmzBF0l', 'spotify:track:4eLSCSELtKxZwXnFbNLXT5', 'spotify:track:1jdNcAD8Ir58RlsdGjJJdx', 'spotify:track:4nVBt6MZDDP6tRVdQTgxJg', 'spotify:track:5T7ZFtCcOgkpjxcuaeZbw0', 'spotify:track:6B6C1OC9RUvrvBECPWtAZo', 'spotify:track:0cJLYpRTqODzv9SiQukE4Z', 'spotify:track:1gugDOSMREb34Xo0c1PlxM', 'spotify:track:6FE2iI43OZnszFLuLtvvmg', 'spotify:track:7yq4Qj7cqayVTp3FF9CWbm', 'spotify:track:2ihCaVdNZmnHZWt0fvAM7B', 'spotify:track:7KdF7Zac5eC9jutk9Qret4', 'spotify:track:3PvzvltQZLIKk9YgoMP3Yq', 'spotify:track:4Sfa7hdVkqlM8UW5LsSY3F', 'spotify:track:25nzKGDiua1lE9Qo5V19GL', 'spotify:track:5329hKonR0ej5Tq4xmz5gD', 'spotify:track:11EOvxJRG665bwRU0z6YVa', 'spotify:track:71O1jD7bF3cdMPvPi186V6', 'spotify:track:44psOy0D0SP8rcIiUgKgBs', 'spotify:track:7Gt8uAKdR5MUuxy9dXZqqe', 'spotify:track:0AYG9AcwqEeqgAw3OvshPC', 'spotify:track:6rcA2JxFUmlFw4GDLITcvj', 'spotify:track:3xqF04FdMK7gpIPG3SPFpY', 'spotify:track:4wTChU0tU44TAMC0xcQizi', 'spotify:track:4Jz4bjXeiF2SXVj9P4YfY5', 'spotify:track:38jy6kRlPt8z1GUS9WXeNh', 'spotify:track:15twB7zTglmu0Bg8gW4Mrm', 'spotify:track:5WObuDOxPHlQaoYUf2W4lh', 'spotify:track:22UQelxzCIskdmb8pIqq8U', 'spotify:track:6EZWQHryZ0L5JyBXF3AC3B', 'spotify:track:52a6VcF23v5HB7KfDEmBHq', 'spotify:track:0OrJ2cLabsF7UU8ps0h1T1', 'spotify:track:4fZgjAFDx9ZnFjhiK7iIz2', 'spotify:track:0gyAkXSxEY0v8sGOFrt02x', 'spotify:track:1dxqZeLGqizQa1SimkwTCE', 'spotify:track:0OrJ2cLabsF7UU8ps0h1T1', 'spotify:track:0V16k8F6J8U76fnf1jbqxs', 'spotify:track:2EZFzm4VZtbxJXBDhHRmwu', 'spotify:track:0MhCb3iakymVqQIOeYPSUf', 'spotify:track:2bN0VoXCagktb6yAi9942I', 'spotify:track:2U2AVD0mAW5qSqajTMSu9y', 'spotify:track:4FkgULes13bk2eHrsJg4q9', 'spotify:track:0HnaqUxvHP5LaWdmWwJpiS', 'spotify:track:1NNAI51EuoRWw1ydX1zV7S', 'spotify:track:5kTvymHsmlmcy5yQWbWO1U', 'spotify:track:2t2CoOfwakFAexhvMmWtTb', 'spotify:track:2Tegi5TDHuQRs39kpVwLoh', 'spotify:track:5FDh0G5oQ2UD9JxWiDCT1x', 'spotify:track:5Aq5TIy9jVK70aL7xcE9oa', 'spotify:track:4Fz1WWr5o0OrlIcZxcyZtK', 'spotify:track:1c7UYTut2SBOPq64o2t0uN', 'spotify:track:1jyddn36UN4tVsJGtaJfem', 'spotify:track:4BSO2gPSFdjz2ZKc9OTh0N', 'spotify:track:5aGkIyzLVYGuLIHkxpNAFF', 'spotify:track:1U1GtaJeYwGsPgqV9Me5bb']
496	Deep House	false	308971	1506384000	23	23	1	['spotify:track:1a5Yu5L18qNxVhXx38njON', 'spotify:track:5DRHSxbJRBCVlFCVqA63M9', 'spotify:track:62N2JSA0jHmSH7Va9t7hIf', 'spotify:track:0HVS3uAvp6y6A0hpnjwWDn', 'spotify:track:4hiUYb2nb6NlfTP9CD38Pe', 'spotify:track:2sqURk6kt3v93PwKpt5xF2', 'spotify:track:46HWwWIq2piTvm6nYmSDSY', 'spotify:track:4XDpZleldkujOhnwNvgoMX', 'spotify:track:1D3ODoXHBLpdxolZRHWV1j', 'spotify:track:2I0Q1wxFRdnDYtG6Q8W47S', 'spotify:track:4vommQyE40L13z8IheLKMB', 'spotify:track:6fOPuabPdAJ0HgqJFcDGb1', 'spotify:track:5Ce9z7GqSknXccyppRxNLY', 'spotify:track:77Vzvl7eBRNpnKM4XPywjW', 'spotify:track:6HUnnBwYZqcED1eQztxMBN', 'spotify:track:1Gf0LKwsdN4pHPIGHEQXv1', 'spotify:track:2MF3IJWqsPTkEo7JC1oejn', 'spotify:track:22mek4IiqubGD9ctzxc69s', 'spotify:track:3bWAqKDWg6u1davspr5IkS', 'spotify:track:4SFrO9IACKTHVYEdKVjMmk', 'spotify:track:6rtD5drZ38Vfw007z39iH5', 'spotify:track:3t0J8vI9StQD8KIBkT2Cp5', 'spotify:track:6qbaRdGTS1lEV0PKgolUoS']
497	Drawing Music	false	308972	1503273600	24	22	1	['spotify:track:6MUqvjHsxLPSfqFRaww9KZ', 'spotify:track:4qKXwXP1vyFAZ33z91iy2E', 'spotify:track:08jph6kMwVwBf2okuzeVlG', 'spotify:track:2l33bJRXROBqAXHeHT4Hi4', 'spotify:track:6BLP7qsSLNdg7AidEcUMAZ', 'spotify:track:3uzQC9S17ShcnURJlQfR14', 'spotify:track:3GQHquOilxcIITcrSzM9tD', 'spotify:track:0x4FwnzGZxlMMZeD3kXcSO', 'spotify:track:3tbwKbrgDNjT4JvM4SVAtz', 'spotify:track:4vmERH5UYG1FLcR2sTBcjY', 'spotify:track:1yZCiNFflgxv6Xs8NNV7MZ', 'spotify:track:6R15sXb3qRfJOsIbt1vS2a', 'spotify:track:5tvvVkt2MhUHfBXEwO1eH3', 'spotify:track:5cOVVt3UHYNq9Tct0nk1yC', 'spotify:track:3cnZJpxqiNTNvRML9hBNiC', 'spotify:track:15277wUzsEKo3bxCIxFLgk', 'spotify:track:5DBkFtDpiAHVlMkWJEVWzN', 'spotify:track:6OWcBEhnsD5ZB0HyS3AsXh', 'spotify:track:6FgoXztd4u1QXyKzNaeGd4', 'spotify:track:7KNHkgQz2FD55VsKxb3Kr9', 'spotify:track:4KOxCZLwedKjCJlZzr3M9R', 'spotify:track:6ZnyE697krgz3JKSpoaQ4s', 'spotify:track:0v2ZOntVU3zDtVzmDCvfOk', 'spotify:track:2AbwQmeiU43d4eIe2DkpYr']
498	Christmas	false	308973	1483747200	29	27	1	['spotify:track:3QiAAp20rPC3dcAtKtMaqQ', 'spotify:track:1uPEDUtTJZOkj7CjGDtZGv', 'spotify:track:3T7dNA7O8c3Axj5WyDNcH3', 'spotify:track:5D30yNI3b0HAuaBWAGOImI', 'spotify:track:3eLWJ29j2FGM91T7aGlHHW', 'spotify:track:4IdXngKo4g5exqZ0fQTecu', 'spotify:track:5ymVfeMK8cDew5vzntTuc7', 'spotify:track:6UrKVLhzBYZY6fXmNyCLDi', 'spotify:track:6ScCr1C4VIFzulq8bP65mj', 'spotify:track:7inXu0Eaeg02VsM8kHNvzM', 'spotify:track:6keKIzkXWdbwJWMBJQUwYl', 'spotify:track:4WN9xLkAeINLPLaoeZ9ZW9', 'spotify:track:1QXg7pVx5hpAZWw8KIAcGw', 'spotify:track:5hslUAKq9I9CG2bAulFkHN', 'spotify:track:4QX5pZQpQTgVlkqfUTDim0', 'spotify:track:0i7lZhEMEheehKyCtBJIIL', 'spotify:track:4z8sz6E4YyFuEkv5o7IJni', 'spotify:track:4so0Wek9Ig1p6CRCHuINwW', 'spotify:track:65Q2mv3UlVi9eO70OpsmSe', 'spotify:track:4eqne0oIdt9GW2ubiliny0', 'spotify:track:2KNt0BWMJwB8uEqus75mRB', 'spotify:track:7v3aWV2OCW6B8D69Lw1bTF', 'spotify:track:5humEOJehpAwMJEJmb0JJ2', 'spotify:track:6Tof6kPUc2a17GKaKz4IXz', 'spotify:track:0ZamzoOYLzRxE3WuOb5J3r', 'spotify:track:5PvDrqsG0ek2eaXMjzr8Nn', 'spotify:track:0SZunIjsGuX8aPjvHYYRyb', 'spotify:track:7taXf5odg9xCAZERYfyOkS', 'spotify:track:6diKTB6VWE1JxRUvjzoTld']
